property_id,transit_id,neighborhood_id,security_id,utility_id,feature_id,construction_id,address,zipcode,state,city,year_built,square_feet,property_type,bedroom_number,bathroom_number,description
674,450,717,674,674,851,851,5788 Brenda Valleys,12135,CT,Syracuse,1928,1001,Townhouse,5,1,"This charming 5-bedroom townhouse offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy fireplace, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for a rental opportunity."
675,202,387,675,675,521,521,929 John Mills Apt. 457,7894,CT,Elizabeth,1970,1923,Townhouse,2,3,"This charming 2-bedroom townhouse offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy pool, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for a rental opportunity."
676,347,115,676,676,84,84,039 Chelsea Square Suite 408,6323,NY,Bridgeport,1954,711,Condo,2,2,"This luxurious 2-bedroom condo offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy gym, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for style and comfort."
677,834,354,677,677,863,863,289 Williams Turnpike Suite 150,6241,CT,Hartford,1992,1141,Townhouse,4,2,"This luxurious 4-bedroom townhouse offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy gym, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for style and comfort."
678,169,504,678,678,951,951,359 Johnathan Roads,6160,NJ,New Haven,1911,1693,Townhouse,3,2,"This luxurious 3-bedroom townhouse offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy doorman, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for style and comfort."
679,369,207,679,679,325,325,361 Miller Shoal Apt. 927,7104,CT,Paterson,2010,3292,Apartment,4,1,"This luxurious 4-bedroom apartment offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy fireplace, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for style and comfort."
680,359,914,680,680,752,752,03074 Courtney Divide Apt. 641,12931,NY,Rochester,1985,3263,Apartment,5,1,"This luxurious 5-bedroom apartment offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy fireplace, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for style and comfort."
681,943,301,681,681,189,189,468 Victoria Oval,6177,NJ,Waterbury,1911,711,Apartment,2,3,"This charming 2-bedroom apartment offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy pool, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for a rental opportunity."
682,406,712,682,682,837,837,8707 Hughes Station,6045,CT,New Haven,1960,3415,Townhouse,4,2,"This luxurious 4-bedroom townhouse offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy doorman, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for style and comfort."
683,333,28,683,683,469,469,799 Bruce Stream,6251,NY,Waterbury,1923,1603,Condo,1,3,"This charming 1-bedroom condo offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy gym, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for a rental opportunity."
684,71,408,684,684,222,222,7323 Sims Parkways,6375,NY,New Haven,1922,1093,Apartment,5,1,"This charming 5-bedroom apartment offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy parking, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for a rental opportunity."
685,417,100,685,685,763,763,04566 Rodriguez Plains Suite 459,6004,NY,Waterbury,1994,2487,Townhouse,3,2,"This luxurious 3-bedroom townhouse offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy patio, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for style and comfort."
686,427,752,686,686,270,270,371 Amy Dam Suite 073,8542,NY,Elizabeth,2018,3099,Single Family Home,5,2,"This charming 5-bedroom single family home offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy pool, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for a rental opportunity."
687,853,578,687,687,430,430,58239 Branch Valley,6045,NY,Stamford,2012,538,Single Family Home,4,2,"This charming 4-bedroom single family home offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy pool, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for a rental opportunity."
688,717,72,688,688,784,784,573 Davies Extension,6152,NY,Hartford,1971,2855,Townhouse,1,3,"This luxurious 1-bedroom townhouse offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy doorman, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for style and comfort."
689,343,58,689,689,573,573,130 Fox Roads,14151,CT,Buffalo,2009,538,Townhouse,2,3,"This luxurious 2-bedroom townhouse offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy pool, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for style and comfort."
690,21,504,690,690,16,16,6023 Andrew Well,14446,CT,Albany,1901,717,Apartment,5,2,"This luxurious 5-bedroom apartment offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy gym, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for style and comfort."
691,110,844,691,691,690,690,3448 Peter Radial Suite 049,8279,NY,Elizabeth,1902,821,Single Family Home,1,1,"This luxurious 1-bedroom single family home offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy gym, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for style and comfort."
692,930,186,692,692,544,544,7347 Garcia Drives,6318,NY,Stamford,1992,3294,Single Family Home,5,1,"This charming 5-bedroom single family home offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy doorman, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for a rental opportunity."
693,929,232,693,693,570,570,0978 Campos Ridges Apt. 012,6309,CT,New Haven,1917,1511,Single Family Home,1,2,"This luxurious 1-bedroom single family home offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy parking, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for style and comfort."
694,778,267,694,694,948,948,3553 Bird Heights,6103,NY,New Haven,1931,1343,Single Family Home,2,1,"This charming 2-bedroom single family home offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy doorman, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for a rental opportunity."
695,188,9,695,695,885,885,4700 Dawn Pine,7349,CT,Elizabeth,1993,1108,Condo,3,3,"This charming 3-bedroom condo offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy pool, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for a rental opportunity."
696,613,783,696,696,756,756,41900 Gardner Park Apt. 382,7533,NY,Paterson,1911,2479,Apartment,2,1,"This charming 2-bedroom apartment offers a spacious living environment, featuring a modern kitchen with state-of-the-art appliances, a cozy patio, and ample natural light throughout the property. Conveniently located in a desirable neighborhood, this home is perfect for those looking for a rental opportunity."
